"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Ever used e-cigarette or vaping device","Percent","Percent","239","units","0","v1574189567","1.2.3.31.4","16.2","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574189572","1.2.3.32.1","86900","E","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Used e-cigarette or vaping device, past 30 days","Percent","Percent","239","units","0","v1574189575","1.2.3.32.4","7.5","","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110788565","1.2.3.17.1","35600","E","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110788565","1.2.3.17.1","","F","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Heavy drinking","Percent","Percent","239","units","0","v110788568","1.2.3.17.4","3.0","E","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Heavy drinking","Percent","Percent","239","units","0","v110788568","1.2.3.17.4","3.6","","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110788579","1.2.3.19.1","391000","","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Number of persons","Number","223","units","0","v110788579","1.2.3.19.1","","..","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Percent","Percent","239","units","0","v110788582","1.2.3.19.4","36.0","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Percent","Percent","239","units","0","v110788582","1.2.3.19.4","","..","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110788586","1.2.3.20.1","","F","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110788586","1.2.3.20.1","","x","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110788589","1.2.3.20.4","","F","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Breast milk feeding initiation","Percent","Percent","239","units","0","v110788589","1.2.3.20.4","","x","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110788593","1.2.3.21.1","","F","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110788593","1.2.3.21.1","","x","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110788596","1.2.3.21.4","","F","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Exclusive breastfeeding, at least 6 months","Percent","Percent","239","units","0","v110788596","1.2.3.21.4","","x","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110788600","1.2.3.22.1","263000","","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110788600","1.2.3.22.1","","..","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110788603","1.2.3.22.4","24.2","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Fruit and vegetable consumption, 5 times or more per day","Percent","Percent","239","units","0","v110788603","1.2.3.22.4","","..","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110788607","1.2.3.23.1","922400","","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110788607","1.2.3.23.1","916600","","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110788610","1.2.3.23.4","81.5","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Sense of belonging to local community, somewhat strong or very strong","Percent","Percent","239","units","0","v110788610","1.2.3.23.4","76.9","","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110788614","1.2.3.24.1","1052300","","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110788614","1.2.3.24.1","1049100","","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110788617","1.2.3.24.4","92.4","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Life satisfaction, satisfied or very satisfied","Percent","Percent","239","units","0","v110788617","1.2.3.24.4","87.9","","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110788621","1.2.3.25.1","1032300","","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110788621","1.2.3.25.1","1082200","","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110788624","1.2.3.25.4","88.9","","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Has a regular healthcare provider","Percent","Percent","239","units","0","v110788624","1.2.3.25.4","91.0","","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110788628","1.2.3.26.1","","..","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Contact with a medical doctor in the past 12 months","Number of persons","Number","223","units","0","v110788628","1.2.3.26.1","","..","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110788631","1.2.3.26.4","","..","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Contact with a medical doctor in the past 12 months","Percent","Percent","239","units","0","v110788631","1.2.3.26.4","","..","","","1"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340651","1.2.3.27.1","","..","","","0"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Influenza immunization in the past 12 months","Number of persons","Number","223","units","0","v123340651","1.2.3.27.1","254100","","","","0"
"2021","Canada (excluding territories)","","12 to 17 years","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340654","1.2.3.27.4","","..","","","1"
"2022","Canada (excluding territories)","","12 to 17 years","Females","Influenza immunization in the past 12 months","Percent","Percent","239","units","0","v123340654","1.2.3.27.4","21.4","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110788817","1.3.2.1.1","2881300","","","","0"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Number of persons","Number","223","units","0","v110788817","1.3.2.1.1","2759000","","","","0"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110788820","1.3.2.1.4","66.6","","","","1"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110788820","1.3.2.1.4","64.5","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110788824","1.3.2.2.1","287900","","","","0"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, fair or poor","Number of persons","Number","223","units","0","v110788824","1.3.2.2.1","339200","","","","0"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110788827","1.3.2.2.4","6.7","","","","1"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived health, fair or poor","Percent","Percent","239","units","0","v110788827","1.3.2.2.4","7.9","","","","1"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110788831","1.3.2.3.1","2356100","","","","0"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110788831","1.3.2.3.1","2217500","","","","0"
"2021","Canada (excluding territories)","","18 to 34 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110788834","1.3.2.3.4","56.1","","","","1"
"2022","Canada (excluding territories)","","18 to 34 years","Males","Perceived mental health, very good or excellent","Percent","Percent","239","units","0","v110788834","1.3.2.3.4","52.6","","","","1"
