"REF_DATE","GEO","DGUID","Persons in low income","Low income lines","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Alberta","2021A000248","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133350","12.12.6.2","5.9","D","","","1"
"2021","Alberta","2021A000248","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133352","12.13.6.1","185","D","","","0"
"2022","Alberta","2021A000248","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133352","12.13.6.1","275","C","","","0"
"2021","Alberta","2021A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","4.9","D","","","1"
"2022","Alberta","2021A000248","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133353","12.13.6.2","7.1","C","","","1"
"2021","Alberta","2021A000248","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133391","12.26.6.1","157","C","","","0"
"2022","Alberta","2021A000248","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133391","12.26.6.1","162","C","","","0"
"2021","Alberta","2021A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","25.3","C","","","1"
"2022","Alberta","2021A000248","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133392","12.26.6.2","25.6","C","","","1"
"2021","British Columbia","2021A000259","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133418","13.1.6.1","447","C","","","0"
"2022","British Columbia","2021A000259","All persons","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133418","13.1.6.1","597","B","","","0"
"2021","British Columbia","2021A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","8.8","C","","","1"
"2022","British Columbia","2021A000259","All persons","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133419","13.1.6.2","11.6","B","","","1"
"2021","British Columbia","2021A000259","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133421","13.2.6.1","70","D","","","0"
"2022","British Columbia","2021A000259","Persons under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133421","13.2.6.1","97","C","","","0"
"2021","British Columbia","2021A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","7.9","D","","","1"
"2022","British Columbia","2021A000259","Persons under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133422","13.2.6.2","11.0","C","","","1"
"2021","British Columbia","2021A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133424","13.3.6.1","307","C","","","0"
"2022","British Columbia","2021A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133424","13.3.6.1","410","B","","","0"
"2021","British Columbia","2021A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","9.5","C","","","1"
"2022","British Columbia","2021A000259","Persons 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133425","13.3.6.2","12.6","B","","","1"
"2021","British Columbia","2021A000259","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133427","13.4.6.1","70","D","","","0"
"2022","British Columbia","2021A000259","Persons 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133427","13.4.6.1","89","C","","","0"
"2021","British Columbia","2021A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","7.0","D","","","1"
"2022","British Columbia","2021A000259","Persons 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133428","13.4.6.2","8.7","C","","","1"
"2021","British Columbia","2021A000259","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133430","13.5.6.1","195","C","","","0"
"2022","British Columbia","2021A000259","Males","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133430","13.5.6.1","289","B","","","0"
"2021","British Columbia","2021A000259","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133431","13.5.6.2","7.7","C","","","1"
"2022","British Columbia","2021A000259","Males","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133431","13.5.6.2","11.4","B","","","1"
"2021","British Columbia","2021A000259","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133433","13.6.6.1","37","D","","","0"
"2022","British Columbia","2021A000259","Males, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133433","13.6.6.1","49","C","","","0"
"2021","British Columbia","2021A000259","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133434","13.6.6.2","8.3","D","","","1"
"2022","British Columbia","2021A000259","Males, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133434","13.6.6.2","11.0","C","","","1"
"2021","British Columbia","2021A000259","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133436","13.7.6.1","129","D","","","0"
"2022","British Columbia","2021A000259","Males, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133436","13.7.6.1","199","B","","","0"
"2021","British Columbia","2021A000259","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133437","13.7.6.2","8.1","D","","","1"
"2022","British Columbia","2021A000259","Males, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133437","13.7.6.2","12.3","B","","","1"
"2021","British Columbia","2021A000259","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133439","13.8.6.1","29","D","","","0"
"2022","British Columbia","2021A000259","Males, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133439","13.8.6.1","41","C","","","0"
"2021","British Columbia","2021A000259","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133440","13.8.6.2","6.1","D","","","1"
"2022","British Columbia","2021A000259","Males, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133440","13.8.6.2","8.5","C","","","1"
"2021","British Columbia","2021A000259","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133442","13.9.6.1","252","C","","","0"
"2022","British Columbia","2021A000259","Females","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133442","13.9.6.1","308","B","","","0"
"2021","British Columbia","2021A000259","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133443","13.9.6.2","9.7","C","","","1"
"2022","British Columbia","2021A000259","Females","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133443","13.9.6.2","11.7","B","","","1"
"2021","British Columbia","2021A000259","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133445","13.10.6.1","33","E","","","0"
"2022","British Columbia","2021A000259","Females, under 18 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133445","13.10.6.1","48","C","","","0"
"2021","British Columbia","2021A000259","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133446","13.10.6.2","7.5","E","","","1"
"2022","British Columbia","2021A000259","Females, under 18 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133446","13.10.6.2","11.0","C","","","1"
"2021","British Columbia","2021A000259","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133448","13.11.6.1","178","D","","","0"
"2022","British Columbia","2021A000259","Females, 18 to 64 years","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133448","13.11.6.1","212","B","","","0"
"2021","British Columbia","2021A000259","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133449","13.11.6.2","10.9","D","","","1"
"2022","British Columbia","2021A000259","Females, 18 to 64 years","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133449","13.11.6.2","12.9","B","","","1"
"2021","British Columbia","2021A000259","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133451","13.12.6.1","41","D","","","0"
"2022","British Columbia","2021A000259","Females, 65 years and over","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133451","13.12.6.1","48","C","","","0"
"2021","British Columbia","2021A000259","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133452","13.12.6.2","7.8","D","","","1"
"2022","British Columbia","2021A000259","Females, 65 years and over","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133452","13.12.6.2","8.8","C","","","1"
"2021","British Columbia","2021A000259","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133454","13.13.6.1","216","D","","","0"
"2022","British Columbia","2021A000259","Persons in economic families","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133454","13.13.6.1","315","C","","","0"
"2021","British Columbia","2021A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","5.2","D","","","1"
"2022","British Columbia","2021A000259","Persons in economic families","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133455","13.13.6.2","7.5","C","","","1"
"2021","British Columbia","2021A000259","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133493","13.26.6.1","231","C","","","0"
"2022","British Columbia","2021A000259","Persons not in an economic family","Market basket measure, 2018 base","Number of persons in low income","Number","223","thousands","3","v1206133493","13.26.6.1","282","B","","","0"
"2021","British Columbia","2021A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","24.0","C","","","1"
"2022","British Columbia","2021A000259","Persons not in an economic family","Market basket measure, 2018 base","Percentage of persons in low income","Percent","239","units","0","v1206133494","13.26.6.2","28.6","B","","","1"


