"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110789559","1.4.3.3.1","1924800","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Perceived mental health, very good or excellent","Number of persons","Number","223","units","0","v110789559","1.4.3.3.1","1811500","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110789566","1.4.3.4.1","535700","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Perceived mental health, fair or poor","Number of persons","Number","223","units","0","v110789566","1.4.3.4.1","620900","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110789573","1.4.3.5.1","1116800","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Perceived life stress, most days quite a bit or extremely stressful","Number of persons","Number","223","units","0","v110789573","1.4.3.5.1","1127500","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110789580","1.4.3.6.1","1116200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), overweight","Number of persons","Number","223","units","0","v110789580","1.4.3.6.1","1097300","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110789587","1.4.3.7.1","1110900","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Body mass index, adjusted self-reported, adult (18 years and over), obese","Number of persons","Number","223","units","0","v110789587","1.4.3.7.1","1132100","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110789601","1.4.3.9.1","379200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Arthritis (15 years and over)","Number of persons","Number","223","units","0","v110789601","1.4.3.9.1","425100","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110789608","1.4.3.10.1","139700","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Diabetes","Number of persons","Number","223","units","0","v110789608","1.4.3.10.1","148400","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110789615","1.4.3.11.1","","..","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Asthma","Number of persons","Number","223","units","0","v110789615","1.4.3.11.1","","..","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110789622","1.4.3.12.1","","..","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Chronic obstructive pulmonary disease (COPD; 35 years and over)","Number of persons","Number","223","units","0","v110789622","1.4.3.12.1","","..","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110789629","1.4.3.13.1","303200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","High blood pressure","Number of persons","Number","223","units","0","v110789629","1.4.3.13.1","308100","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110789636","1.4.3.14.1","477900","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Mood disorder","Number of persons","Number","223","units","0","v110789636","1.4.3.14.1","552700","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Anxiety disorder","Number of persons","Number","223","units","0","v1574189986","1.4.3.30.1","759600","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","440300","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789643","1.4.3.15.1","425100","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789650","1.4.3.16.1","334100","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110789650","1.4.3.16.1","313900","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949521","1.4.3.28.1","783900","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Cannabis use, past 12 months","Number of persons","Number","223","units","0","v1390949521","1.4.3.28.1","825400","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949529","1.4.3.29.1","177300","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Cannabis frequency of use in the past 12 months, daily or almost daily","Number of persons","Number","223","units","0","v1390949529","1.4.3.29.1","187600","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Ever used e-cigarette or vaping device","Number of persons","Number","223","units","0","v1574189994","1.4.3.31.1","537200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Used e-cigarette or vaping device, past 30 days","Number of persons","Number","223","units","0","v1574190002","1.4.3.32.1","147100","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110789657","1.4.3.17.1","578400","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Heavy drinking","Number of persons","Number","223","units","0","v110789657","1.4.3.17.1","761300","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110789664","1.4.3.18.1","2020200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Number of persons","Number","223","units","0","v110789664","1.4.3.18.1","","..","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110789678","1.4.3.20.1","622500","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Breast milk feeding initiation","Number of persons","Number","223","units","0","v110789678","1.4.3.20.1","723400","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110789685","1.4.3.21.1","266200","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Exclusive breastfeeding, at least 6 months","Number of persons","Number","223","units","0","v110789685","1.4.3.21.1","290600","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110789692","1.4.3.22.1","977000","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Fruit and vegetable consumption, 5 times or more per day","Number of persons","Number","223","units","0","v110789692","1.4.3.22.1","","..","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110789699","1.4.3.23.1","2493800","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Sense of belonging to local community, somewhat strong or very strong","Number of persons","Number","223","units","0","v110789699","1.4.3.23.1","2407800","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110789706","1.4.3.24.1","3393100","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Life satisfaction, satisfied or very satisfied","Number of persons","Number","223","units","0","v110789706","1.4.3.24.1","3283400","","","","0"
"2021","Canada (excluding territories)","","35 to 49 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110789713","1.4.3.25.1","3318300","","","","0"
"2022","Canada (excluding territories)","","35 to 49 years","Females","Has a regular healthcare provider","Number of persons","Number","223","units","0","v110789713","1.4.3.25.1","3418300","","","","0"
